word,a_to_h_letter_count,frequency_score,a_to_h_sequence,match_status,puzzle_id,fen,moves,rating,rating_deviation,popularity,nb_plays,themes,lichess_url,opening_tags,daily_date
"piggy","2","1366","gg","exact","YlR2C","3q1rk1/pp3pbp/4p1BB/3b4/3P2Q1/2r4R/P4PPP/4R1K1 b - - 0 21","c3h3 g6h7 g8h7 g4g7","1599","75","100","2189","attraction discoveredAttack kingsideAttack mate mateIn2 middlegame pin short","https://lichess.org/9UJUrRHj/black#42","",""
"freak","3","1365","fea","exact","uSzTD","5r2/1p2k3/1r1p1pp1/8/p3P1PQ/P1p2P2/b1P1B3/2K4R w - - 0 35","h4h7 f8f7 h7f7 e7f7 e2c4 a2c4","1588","74","100","523","crushing defensiveMove endgame long","https://lichess.org/6Q8aoYXE#69","",""
"which","3","1364","hch","exact","oHtT2","2R5/1p3kp1/pbp5/3p3Q/7p/7P/PPPq1rB1/7K b - - 5 44","g7g6 h5h7 f7f6 c8f8 f6e5 h7e7","1594","81","100","125","endgame","https://lichess.org/aotUeqkE/black#88","",""
"among","2","1363","ag","exact","lurQF","4rbk1/5p2/PR1p3p/3q4/2p3bP/Q4NK1/2PB1P2/8 b - - 1 32","g4f3 a3f3 d5f3 g3f3","1587","115","100","34","master middlegame","https://lichess.org/Zq3ZBZMh/black#64","",""
"fecal","4","1362","feca","exact","HTEZl","8/pp4pk/5qpp/1P6/P3p3/4P2P/3RQPP1/2r3K1 w - - 0 33","g1h2 f6e5 g2g3 e5a1 d2d1 c1d1 e2d1 a1d1","1623","75","95","11499","crushing endgame veryLong","https://lichess.org/pQZct66i#65","",""
"shell","2","1361","he","exact","ev9Hc","8/4k1q1/p4b2/4pK1Q/1p2N3/1P6/2P5/8 b - - 3 36","g7f7 h5f7 e7f7 e4f6","1611","76","100","1486","crushing endgame short","https://lichess.org/gQIg5eWK/black#72","",""
"would","1","1360","d","exact","3aYz7","r2qR1k1/3b1pnp/p2Q2pB/1p1N4/8/P6P/Bb3PP1/R5K1 b - - 0 23","g7e8 d6f8","1618","75","100","493","mate mateIn1 middlegame oneMove","https://lichess.org/H2xD3Lkd/black#46","",""
"algae","4","1359","agae","exact","hAOZG","8/6R1/4k2p/2p5/R1P3K1/4Pr1P/5r2/8 b - - 3 39","f3e3 a4a6 e6e5 g7e7 e5d4 a6d6 d4c3 e7e3","1448","75","96","36424","crushing deflection endgame exposedKing rookEndgame veryLong","https://lichess.org/05owmVo7/black#78","",""
"large","3","1358","age","exact","KIHP8","3R4/pp3pp1/2p3r1/1kNp2p1/2nP4/3K2B1/PP6/8 b - - 15 40","b7b6 a2a4 b5a5 g3e1 c4d2 e1d2","1561","77","100","2213","endgame long mate mateIn3","https://lichess.org/zg9MZcms/black#80","",""
"rabbi","3","1357","abb","exact","PPNED","6k1/3r1p1p/b1p2p2/np6/p3P3/N1P2P2/PPB3PP/4RK2 w - - 2 23","b2b4 a4b3 a2b3 b5b4 f1f2 b4a3","1609","128","100","47","endgame","https://lichess.org/pHKXuvxK#45","",""
"agony","2","1356","ag","exact","ra2KO","8/8/B6p/5K1P/3k2P1/4p3/8/6n1 b - - 6 51","e3e2 a6e2 g1e2 g4g5","1574","76","100","252","crushing endgame master sacrifice short","https://lichess.org/0k2MbYn5/black#102","",""
"bushy","2","1354","bh","exact","kHWax","2kr1r2/1pp3p1/pq6/7p/3PR3/P2Q4/1PP2P1P/2K3R1 w - - 0 23","g1g7 b6h6 c1b1 h6g7","1598","75","100","739","advantage endgame fork short","https://lichess.org/D8zeP24s#45","",""
"copse","2","1353","ce","exact","l3ALh","r1b1r1k1/ppq2pb1/2p2npp/8/2P1Pp2/1PN2N2/P1QRBPPP/3R2K1 b - - 0 17","f6e4 c3e4 c8f5 e2d3","1609","168","100","37","middlegame","https://lichess.org/RRuQTsuE/black#34","Kings_Indian_Defense Kings_Indian_Defense_Other_variations",""
"knife","2","1352","fe","exact","g9GsQ","6r1/2p2p1k/pp1p1p1p/3b4/8/2P1QNPq/P4P1P/4R1K1 b - - 2 22","g8g5 f3g5 h6g5 e3d3","1597","75","100","1247","crushing endgame short","https://lichess.org/GLW2zunJ/black#44","",""
"pouch","2","1351","ch","exact","la0ze","8/p5b1/4N1k1/2pp4/5Q2/2q4P/P4P2/5K2 w - - 0 30","h3h4 c3h3 f1g1 h3e6","1610","75","100","619","crushing endgame fork master short","https://lichess.org/zgqTxY7G#59","",""
"ascot","2","1350","ac","exact","H2SaX","r1b2rk1/ppp2ppp/5q2/2Pp4/1b6/3B4/PPQ1NPPP/R4RK1 b - - 1 14","g7g6 a2a3 b4c5 c2c5","1610","76","100","293","advantage middlegame short","https://lichess.org/syy1idTJ/black#28","Queens_Gambit_Declined Queens_Gambit_Declined_Harrwitz_Attack",""
"crown","1","1348","c","exact","4XzfC","2br2k1/p5pp/2QRp3/5p2/2B5/2P1P3/Pr3qPP/R6K b - - 1 20","d8d6 c6e8","1580","76","100","1216","master mate mateIn1 middlegame oneMove","https://lichess.org/qn6HQ7Ra/black#40","",""
"urban","2","1347","ba","exact","tMMZe","R7/8/3p4/1P1P4/2P2k2/pr5P/6K1/8 w - - 2 52","g2f2 b3b2 f2f1 a3a2","1593","74","100","1698","advancedPawn crushing endgame rookEndgame short","https://lichess.org/rZ4ghDne#103","",""
"snide","2","1346","de","exact","6ftK0","8/8/p1pk1p2/Pp3P1p/1P2P1pP/3K2P1/8/8 b - - 1 46","d6e5 d3e3 e5d6 e3d4","1595","78","100","79","endgame","https://lichess.org/2JS0HnL4/black#92","",""
"relay","2","1345","ea","exact","7Iq8f","1k1r3r/2p4p/1q1n4/R4p2/8/3P1BK1/7P/4Q3 b - - 1 42","b8c8 e1e6 d8d7 a5a8","1580","75","100","1133","crushing middlegame short","https://lichess.org/fZYW9oHL/black#84","",""
"abide","4","1344","abde","exact","dcw27","8/4k3/n3p1pp/4Kp2/2PP4/7P/1B3PP1/8 w - - 1 45","c4c5 a6b4 d4d5 b4d3 e5d4 d3b2 d5e6 e7e6","1679","74","97","3560","advantage endgame fork quietMove veryLong","https://lichess.org/GdpGt1KN#89","",""
"rajah","3","1342","aah","exact","6bjD4","8/5R2/8/4Kp1p/r7/8/5Pk1/8 w - - 0 48","f7f5 a4a5 e5f6 a5f5 f6f5 h5h4","1586","74","100","1408","crushing defensiveMove endgame long rookEndgame","https://lichess.org/6zcul4WK#95","",""
"dilly","1","1340","d","exact","kOqMl","5rk1/1ppr1ppp/2nq1B2/p1b5/P7/2Pp3P/1PBN1PP1/R2QR1K1 w - - 0 18","c2b3 d6f6","1618","122","100","50","equality hangingPiece middlegame oneMove","https://lichess.org/rWmbX2LV#35","",""
"crash","3","1339","cah","exact","RDByv","8/r7/8/3BPR2/3P4/2k3P1/7r/4K3 w - - 1 51","f5f3 c3d4 d5b3 a7a1 b3d1 h2h1","1549","74","100","158","crushing endgame exposedKing long","https://lichess.org/f8PnhG9e#101","",""
"amass","2","1338","aa","exact","tSuFE","7k/5p1P/4nN2/8/p7/1pp1BP2/P7/3K4 w - - 0 45","a2b3 a4a3 f6e4 a3a2","1592","82","100","138","advancedPawn crushing endgame master short","https://lichess.org/1UCMQTvm#89","",""
"third","2","1337","hd","exact","Xwjhg","r5k1/3p1ppp/1qbNpb2/7Q/Pp6/1B6/1P3PPP/2R3K1 b - - 1 26","b6d4 h5f7 g8h8 d6e8","1593","75","100","125","crushing kingsideAttack middlegame short","https://lichess.org/3HvwpCud/black#52","",""
"trick","1","1336","c","exact","8knfb","2k4r/1bq2pp1/p3p3/7p/P2b2n1/2NP2PP/1PP1BP2/R2Q1RK1 w - - 0 16","e2g4 c7g3","1620","76","100","1601","kingsideAttack mate mateIn1 middlegame oneMove pin","https://lichess.org/lHhJga5p#31","Scandinavian_Defense Scandinavian_Defense_Blackburne-Kloosterboer_Gambit",""
"woody","1","1335","d","exact","40sV8","b2r1k2/p3b1p1/5n1p/8/2Q5/1P6/PB1q2PP/R4RK1 w - - 2 26","b2f6 d2g2","1581","78","100","383","mate mateIn1 middlegame oneMove","https://lichess.org/M8I9iYf2#51","",""
"blurb","2","1334","bb","exact","GuuCx","1k1N1q2/3b2R1/1Q1pp3/8/4P3/1p3r2/1Pr5/3K3R b - - 10 38","b8c8 b6b7 c8d8 b7d7","1599","75","100","682","mate mateIn2 middlegame short","https://lichess.org/ZJnGeQFb/black#76","",""
"grief","3","1333","gef","exact","cES6V","r2q3r/ppp3pk/4bn1p/4Q3/8/P2P4/1PPN3P/2K2RR1 b - - 0 18","d8d5 g1g7 h7g7 e5f6 g7h7 f6e7","1599","76","100","84","middlegame","https://lichess.org/1OseODDL/black#36","Bishops_Opening Bishops_Opening_Boi_Variation",""
"disco","2","1332","dc","exact","ZB481","8/6p1/1p1k1p2/p6p/2B1KP1P/1PP5/P5P1/3b4 w - - 4 41","e4f5 d1c2 c4d3 c2d3","1600","75","100","1166","bishopEndgame endgame mate mateIn2 short","https://lichess.org/ATHYZMyd#81","",""
"where","3","1331","hee","exact","gjsqc","8/7p/p4pp1/1p2p1k1/8/7Q/4BK2/1q6 b - - 0 49","h7h5 h3e3 g5f5 e2d3 b1d3 e3d3","1586","75","100","641","crushing endgame fork long","https://lichess.org/5CKh4EZO/black#98","",""
"sauna","2","1328","aa","exact","5rIPJ","8/5p1p/4bQ2/5p1k/2p1P1P1/3p3P/4q3/R5K1 b - - 0 45","f5g4 a1a5 e6d5 a5d5","1609","75","100","568","endgame mate mateIn2 short","https://lichess.org/a77m7G0U/black#90","",""
"comic","2","1327","cc","exact","EBl4i","2rr2k1/5pp1/1q2pn1p/p1P1N3/Pp2P3/1P1Q3P/5PP1/2RR2K1 b - - 0 25","d8d3 c5b6 d3d1 c1d1","1598","74","100","586","advantage hangingPiece middlegame short","https://lichess.org/lv9iLe6X/black#50","",""
"clued","3","1326","ced","exact","gR18l","6k1/1pr3p1/7p/p4P2/P2p4/3PnN2/1R4PP/6K1 w - - 0 29","f3d4 c7c1 g1f2 e3d1 f2e2 d1b2","1600","109","100","15","endgame","https://lichess.org/Ev5BKDVu#57","",""
"creep","3","1325","cee","exact","OxaE3","1k2r3/1p4pp/p7/2b2p2/8/1QN2qP1/PP3P1P/3R2K1 w - - 5 30","d1f1 c5f2 f1f2 e8e1 f2f1 e1f1","1597","77","100","930","endgame long mate mateIn3 sacrifice","https://lichess.org/IjSETErj#59","",""
"caste","3","1324","cae","exact","ao5vV","2r1kb1r/Q4ppp/4b3/3p4/4q3/7P/P2B1PP1/R1R3K1 b k - 0 24","f8d6 c1c8 e6c8 a1e1 e8g8 e1e4","1677","74","100","388","advantage clearance long middlegame pin","https://lichess.org/3O8lX23a/black#48","",""
"graze","3","1323","gae","exact","GPoBb","r7/3kn1r1/3p3b/PN1Pp2p/1Pp1Pp2/2P2N1q/1B3QPP/R5K1 w - - 3 27","a1a2 g7g2 f2g2 a8g8 g2g8 e7g8","1849","79","100","54","crushing fork long middlegame pin sacrifice","https://lichess.org/ycM4VSq9#53","",""
"snuff","2","1322","ff","exact","7M6Hq","4r3/pp3q1k/7p/6p1/8/2Q4P/Pr3PP1/4R1K1 w - - 2 31","e1e8 f7f2 g1h2 f2g2","1601","76","100","1068","endgame mate mateIn2 short","https://lichess.org/NONSr9br#61","",""
"frock","2","1321","fc","exact","HDdKR","r1k5/ppp1qpp1/3p3r/3P1b1p/2P5/Q1R1pPP1/PP3n1P/4KBR1 b - - 5 22","f5d3 f1d3 f2d3 c3d3","1603","122","100","65","equality middlegame short","https://lichess.org/TyPIgxxZ/black#44","",""
"gonad","3","1320","gad","exact","m8RlM","6k1/3P1pp1/Q3p2p/2p1q3/5n2/P6P/5PPK/8 b - - 0 33","f4e2 g2g3 e5d5 a6c8 g8h7 d7d8q","1558","76","100","458","advancedPawn crushing defensiveMove endgame long promotion","https://lichess.org/yYfjJRJI/black#66","",""
"drunk","1","1319","d","exact","GD92A","8/8/8/2N5/1R2p3/6nk/3r4/6K1 w - - 4 58","c5e4 d2g2","1581","76","100","2163","endgame master mate mateIn1 oneMove","https://lichess.org/JlN2czsc#115","",""
"prong","1","1318","g","exact","f9nJY","r2q3r/ppp1n1pp/2n3k1/6N1/6Q1/4B3/PP3PPP/R4RK1 b - - 0 13","h7h5 g4e6","1609","76","100","1524","mate mateIn1 middlegame oneMove","https://lichess.org/ZN4bLSNY/black#26","Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation",""
"lurid","1","1317","d","exact","v1TBz","1r6/3r4/p3p3/3p1p1k/2P1p1pP/4P1P1/P1KR1P2/3R4 w - - 0 33","c4d5 d7c7","1581","76","100","948","endgame mate mateIn1 oneMove rookEndgame","https://lichess.org/1DEQcGOc#65","",""
"steel","2","1316","ee","exact","mBlmp","8/p5kp/1p2qp2/1P1p2p1/P2Pr3/3Q3P/2N2pK1/2R5 w - - 0 39","g2f2 e6f5 d3f3 e4f4","1593","75","100","659","crushing endgame pin short","https://lichess.org/PSWvj8eU#77","",""
"halve","3","1315","hae","exact","ambGu","r3kr2/ppp4p/4p2p/8/3Q4/1PB1PNbq/P1P1K3/R4R2 w q - 3 26","a1d1 h3g2 e2d3 a8d8 d4d8 e8d8","1565","75","97","2111","advantage long middlegame pin","https://lichess.org/4UZOHr2j#51","",""
"buyer","2","1314","be","exact","rl9j4","3r2k1/pb1r1ppp/1p2q3/8/4P3/BB6/P4PPP/1Q2R1K1 b - - 10 24","b7e4 b3e6 e4b1 e6d7","1614","75","100","794","advantage middlegame short","https://lichess.org/FjVTx677/black#48","",""
"local","2","1309","ca","exact","btcdY","3r2k1/P1Q1bppp/8/2p1p3/2Pp1B2/8/q4PPP/5RK1 b - - 1 27","d8a8 c7b8 a8b8 a7b8q","1611","77","100","1987","advancedPawn advantage endgame master promotion short","https://lichess.org/DnLVsnNe/black#54","",""
"trade","3","1308","ade","exact","QKwyy","r3q1k1/p1p4p/1p2Pr2/3Q1p2/2P5/6P1/PP3PKP/R7 b - - 1 20","f6e6 a1e1 c7c6 d5e6 e8e6 e1e6","1565","75","100","603","advantage endgame intermezzo long pin","https://lichess.org/IAoPs3A8/black#40","",""
"finch","3","1307","fch","exact","05F0r","r2q1rk1/p4p1p/1p2pPp1/3b4/5QPP/2P5/P1K2P2/R7 b - - 0 22","d8d7 f4h6 d7a4 c2d2 a4f4 h6f4","1589","77","100","769","advantage defensiveMove endgame long","https://lichess.org/lAxfRZr1/black#44","",""
"ashen","3","1306","ahe","exact","wRd62","7k/p3r3/bp2PR2/6Pp/4BP2/1P5P/P2r4/2R3K1 w - - 1 42","c1c8 a6c8 f6f8 h8g7 f8c8 e7e6","1566","75","100","712","advantage endgame hangingPiece long","https://lichess.org/0rK6hhw5#83","",""
"modal","2","1305","da","exact","LMTNH","r2qkb1r/p1pb1ppp/8/8/2p5/5N2/PPQ2PPP/1NBK1B1R w kq - 0 15","f1c4 d7a4 b1d2 a4c2","1593","74","100","591","advantage discoveredAttack opening pin short","https://lichess.org/35xCZeFp#29","Scandinavian_Defense Scandinavian_Defense_Modern_Variation",""
"gaunt","2","1304","ga","exact","CSwyC","R5R1/3r1p1k/4pP2/7p/p2r2pP/6P1/5P2/6K1 b - - 0 40","d4d5 g8g7 h7h6 a8h8","1585","75","100","287","endgame mate mateIn2 rookEndgame short","https://lichess.org/wJoE09xk/black#80","",""
"clove","2","1303","ce","exact","ypAx5","2R5/8/8/1p6/1Q2p1pP/3p2P1/2P2P2/2kb2K1 w - - 8 62","b4b1 c1b1 c2d3 e4d3","1611","76","100","308","crushing endgame hangingPiece short","https://lichess.org/HCUeHsP3#123","",""
"enact","3","1302","eac","exact","W0HxK","6k1/5p1p/6p1/3pqp2/1P1R4/6P1/1PQK1P1P/r7 w - - 4 30","c2c3 e5e1 d2c2 a1c1 c2b3 c1c3","1564","75","100","431","crushing endgame exposedKing long skewer","https://lichess.org/A2DPst6O#59","",""
"adorn","2","1301","ad","exact","27ee6","8/4k1pp/Q3n1p1/1p6/3qN3/5P1P/PP4P1/5K2 b - - 2 37","d4b2 a6d6 e7f7 d6d7","1585","75","100","843","crushing endgame short","https://lichess.org/B9AWNwoR/black#74","",""
"speck","2","1299","ec","exact","6aOen","r3q1k1/2p2pbp/1p1p1np1/pb1PB3/4P3/1PQ2B2/P4PPP/R4RK1 b - - 1 18","b5f1 e5f6 g7f6 c3f6","1601","121","100","49","equality middlegame short","https://lichess.org/XVrWcHoF/black#36","",""
"sheik","2","1298","he","exact","m6srQ","8/7k/5R2/7p/5p2/4p1r1/7K/4B3 b - - 1 43","g3f3 h2g2 f3f2 e1f2","1589","74","100","706","crushing endgame master short trappedPiece","https://lichess.org/8ZNESdSZ/black#86","",""
"grunt","1","1297","g","exact","rRI07","1rk3r1/5p2/pbQ2P2/2p2Pp1/4P3/1P2B3/q1P5/2K3R1 b - - 2 26","c8d8 g1d1","1609","75","100","1494","mate mateIn1 middlegame oneMove","https://lichess.org/OrX6I9rm/black#52","",""
"touch","2","1295","ch","exact","JFPTt","2R5/8/8/2p3kP/1p5r/4K3/2P5/8 b - - 6 57","g5h5 c8h8 h5g4 h8h4","1612","78","100","78","crushing endgame rookEndgame short","https://lichess.org/2fW07Z4b/black#114","",""
"mafia","3","1294","afa","exact","5JbkZ","8/8/P1pb1p2/5k1p/2p2p2/3N1K1P/6P1/8 b - - 0 38","c4d3 a6a7 d3d2 f3e2 d6c5 a7a8q","1619","74","100","831","advancedPawn bishopEndgame crushing endgame long promotion","https://lichess.org/ncxLH7Gb/black#76","",""
"emcee","4","1293","ecee","exact","mj1Lm","5k1r/1pq2r2/2p1R3/p1N3b1/P2PQ1P1/2P2P2/1P5p/7K b - - 1 33","c7g3 e6e8 f8g7 c5e6 g7h6 e8h8 f7h7 e4h7","1606","76","100","1920","deflection exposedKing fork mate mateIn4 middlegame veryLong","https://lichess.org/7xeagpLZ/black#66","",""
"array","2","1292","aa","exact","4Dek5","8/5pkp/2n1p3/p1Np1p2/P2P4/2P1nP1P/r5P1/2KR2R1 w - - 3 29","d1d2 a2a1 c1b2 a1g1","1590","388","100","19","endgame","https://lichess.org/wLxuzLt2#57","",""
"south","1","1291","h","exact","sF7cW","r6b/pp5R/2q3pB/7k/8/N1p4P/PP4P1/5RK1 b - - 2 29","h8d4 h6e3","1617","77","100","231","discoveredAttack mate mateIn1 middlegame oneMove","https://lichess.org/ZfhZbNVl/black#58","",""
"vapid","2","1290","ad","exact","8kImo","1k1r3r/1pp2p1p/p7/R5p1/Q2B1p2/1Pq5/P5PP/3R3K b - - 0 22","d8d4 a4d4 c3d4 d1d4","1584","76","100","139","advantage endgame short","https://lichess.org/ayaMZPGp/black#44","",""
"angst","2","1288","ag","exact","j8GxR","r2k3r/2q5/b2R3p/5pp1/Q3p3/2n3BP/P1P2PP1/R5K1 b - - 0 24","c7d6 a4a5 d8d7 g3d6","1627","79","100","73","middlegame","https://lichess.org/b4Qfhyt0/black#48","",""
"tubal","2","1287","ba","exact","yL4Ee","1kr5/p3rp2/Pp1P4/1R2Pp2/Q1p1qPpp/2P5/2P3P1/5BK1 b - - 0 46","e7d7 b5b6 a7b6 a4d7","1593","79","100","51","endgame","https://lichess.org/24yYNtJ7/black#92","",""
"crest","2","1285","ce","exact","Wfgad","3b2k1/5pp1/p1NP3p/5b2/1p6/4B3/1P4rP/K2R4 b - - 3 28","d8f6 c6e7 g8h7 e7f5","1612","75","100","479","advantage endgame fork short","https://lichess.org/SHhql1fA/black#56","",""
"sweat","2","1284","ea","exact","WUQhX","2r2k2/7R/p1n4b/4p3/3pB3/Q1PP2qP/1P3rp1/4R1K1 b - - 4 35","f8e8 e4c6 c8c6 a3e7","1580","75","100","756","mate mateIn2 middlegame short","https://lichess.org/vebnRIzX/black#70","",""
"cyber","3","1283","cbe","exact","XJSCu","8/8/2p1r3/2P2kP1/RP2p3/1rp1K3/5P2/6R1 w - - 2 39","g1g3 c3c2 e3d2 b3g3 f2g3 e4e3 d2c2 e3e2","1601","75","100","619","advancedPawn crushing discoveredAttack endgame exposedKing rookEndgame veryLong","https://lichess.org/SPjL6Stp#77","",""
"adore","3","1282","ade","exact","8ORsL","8/pp6/1k2bp1p/3p4/PP1P1KP1/7r/8/2RB4 b - - 2 38","h3d3 a4a5 b6b5 d1e2 b5b4 e2d3","1553","75","100","467","crushing endgame long pin","https://lichess.org/dNLHfX7w/black#76","",""
"tardy","2","1281","ad","exact","lPKf1","7r/1k2q2r/2n2Rp1/RbpQ2P1/1p1p4/7P/1P1B2P1/6K1 b - - 3 32","b7b6 a5b5 b6b5 d5c6","1583","76","100","2215","attraction crushing middlegame short","https://lichess.org/v0M7EZID/black#64","",""
"notch","2","1279","ch","exact","DUMxD","4k3/pp2n1p1/8/4N3/1Q1B2P1/P5K1/2q5/8 w - - 5 41","g3h4 c2h2 h4g5 h2h6","1613","349","100","59","endgame","https://lichess.org/PQisiiYU#81","",""
"groom","1","1278","g","exact","QTXf9","r1b2rk1/p2n2p1/1pRqppN1/3p3Q/3P1P2/P2nP3/1P1N2PP/5RK1 b - - 2 18","d6c6 g6e7","1610","76","100","1131","mate mateIn1 middlegame oneMove","https://lichess.org/ckN0jrun/black#36","Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System",""
"roach","3","1277","ach","exact","0SYSC","R5k1/4bpp1/4p1p1/1r1pB3/2p3q1/8/5P2/2Q2K2 b - - 1 30","g8h7 a8h8 h7h8 c1h6 h8g8 h6g7","1490","106","100","24","endgame","https://lichess.org/5ZCPkssQ/black#60","",""
"hitch","3","1276","hch","exact","Wh6lp","2r4r/pp6/6k1/3B1pp1/2NR4/6B1/q3nPP1/1R1Q3K w - - 9 37","g3h2 h8h2 h1h2 c8h8 d4h4 h8h4","1607","78","100","2016","anastasiaMate attraction long mate mateIn3 middlegame sacrifice","https://lichess.org/q6xlbHlG#73","",""
"young","1","1275","g","exact","idpJm","2r2rk1/ppq2p1p/2bbpnp1/2pp3Q/5PN1/1P1PP2R/PBPN2PP/R5K1 b - - 3 15","f6h5 g4h6","1610","78","100","260","master mate mateIn1 middlegame oneMove","https://lichess.org/9sCVEubH/black#30","Zukertort_Opening Zukertort_Opening_Sicilian_Invitation",""
"align","2","1274","ag","exact","fCgtw","q7/6rk/1PQ1p1pp/8/4p1P1/P1R1Pp1P/5PK1/8 w - - 0 47","g2g3 a8b8 c6c7 g7c7","1630","113","100","48","endgame equality short","https://lichess.org/31WOof5N#93","",""
"ready","3","1273","ead","exact","2PwgQ","3rr1k1/pp3p2/2p3p1/q7/N2b4/7Q/PPP2PP1/2KR3R w - - 2 21","d1d4 e8e1 h1e1 a5e1 d4d1 d8d1","1568","75","100","2352","long mate mateIn3 middlegame queensideAttack","https://lichess.org/vJn7B6Hp#41","",""
"frond","2","1272","fd","exact","n2hXl","8/pr2k1p1/4p3/3p4/5N2/b6P/6P1/4R2K b - - 3 35","b7b6 f4d5 e7d6 d5b6","1601","119","100","57","endgame equality pin short","https://lichess.org/VY3nWdgo/black#70","",""
"puree","2","1270","ee","exact","6oUnJ","8/8/2p4p/p2kPP1P/2N1p1K1/5rP1/8/8 b - - 0 42","d5c4 e5e6 a5a4 e6e7","1592","75","100","657","advancedPawn crushing endgame master rookEndgame short","https://lichess.org/PavagpwV/black#84","",""
"realm","2","1269","ea","exact","Yj1uJ","5Q2/8/1K2q1k1/1P6/8/6p1/P5B1/8 w - - 1 46","b6a7 e6a2 a7b8 a2g2","1620","103","100","98","endgame equality fork short","https://lichess.org/HPMnvkqg#91","",""
"venue","2","1268","ee","exact","DKPS1","r5k1/2R1R1pr/p4n1p/1p3b2/8/4N3/PP3PPP/6K1 b - - 6 24","a8c8 e3f5 c8c7 e7c7","1592","75","100","1311","advantage hangingPiece middlegame short","https://lichess.org/TCmaRz1j/black#48","",""
"offer","3","1266","ffe","exact","7yJwW","4kn2/ppq4p/4pQ2/4Pp2/5N2/1P4P1/P6P/6K1 b - - 4 34","c7d8 f6f8 e8f8 f4e6 f8e7 e6d8","1602","93","100","90","endgame","https://lichess.org/T53GeBL8/black#68","",""
"seven","2","1265","ee","exact","FVevV","8/7p/6p1/4k3/P2R4/pB2pbPP/7K/8 w - - 2 45","d4d3 e3e2 d3e3 e5d4","1608","86","100","66","endgame","https://lichess.org/aTVYNfxw#89","",""
"dryer","2","1264","de","exact","OtTEg","r1r3k1/1p3pp1/3R2np/p3p3/P7/2P1QN1P/1q4P1/4R2K b - - 0 26","b2c3 d6d8 c8d8 e3c3","1595","75","100","995","advantage deflection middlegame short","https://lichess.org/4NFdiSgs/black#52","",""
"diary","2","1263","da","exact","Miw2t","r3kb1r/1b3p1p/p3pB2/8/1pP5/3q4/P2N1PPP/R2Q1RK1 b kq - 0 15","d3g6 d1a4 b7c6 a4c6","1592","74","100","279","mate mateIn2 middlegame short","https://lichess.org/lmaQ5RXK/black#30","Rubinstein_Opening Rubinstein_Opening_Other_variations",""
"dryly","1","1262","d","exact","pULBp","2r2r1k/pp3p1p/8/3B4/3b4/3P3P/PP1KNq2/R2Q3R w - - 1 22","h1f1 d4e3","1580","75","100","329","mate mateIn1 middlegame oneMove","https://lichess.org/bVGzvGLX#43","",""
"drank","2","1261","da","exact","7JXil","3r2k1/4qpp1/QpN1p3/4N2p/P4P2/1P2n2P/3R2PK/2r5 b - - 1 29","e7h4 d2d8 g8h7 a6d3","1609","76","100","361","advantage middlegame short","https://lichess.org/MGd4vJSp/black#58","",""
"acrid","3","1260","acd","exact","grn7g","8/8/R3p3/4k1p1/3r4/2K5/PP6/8 b - - 0 36","g5g4 a6e6 e5e6 c3d4 g4g3 d4e3","1609","75","100","207","crushing defensiveMove deflection endgame long rookEndgame","https://lichess.org/iN5YQnUf/black#72","",""
"heady","4","1259","head","exact","tUC7U","2r2r2/p3qk2/1p2pP2/b3B3/4B3/4P3/PP3K2/R6R b - - 0 31","e7b4 h1h7 f7e8 e4g6 e8d8 a1d1 b4d2 d1d2","1707","75","99","777","advantage middlegame veryLong","https://lichess.org/u3Ur9o0q/black#62","",""
"theta","3","1258","hea","exact","AixWz","3r1rk1/pp3ppp/8/4Q3/8/P1Bqb1PP/1P5K/R4R2 b - - 2 25","d3e2 h2h1 f7f6 e5e6 g8h8 a1e1","1740","74","100","349","advantage long middlegame","https://lichess.org/08TKkccy/black#50","",""
"quoth","1","1256","h","exact","Ogxcr","8/5qk1/1p4r1/p3p2Q/1n1pP2R/3P2P1/2P3K1/8 b - - 0 41","b4c2 h5h8","1582","75","100","1048","endgame mate mateIn1 oneMove","https://lichess.org/JlcpixsC/black#82","",""
"bonus","1","1255","b","exact","BF34W","Q7/p4pk1/4p1p1/2p1P2p/P1P4P/1P4PK/8/1q6 w - - 13 41","a8a7 b1h1","1621","119","100","32","endgame","https://lichess.org/KV9TqqBq#81","",""
"shalt","2","1254","ha","exact","nZrJv","3r1rk1/pQ3ppp/8/q2pP3/b2B2Pb/2P4P/PP1KB3/2R4R w - - 1 21","b7a7 h4g5 d2e1 a5a7","1562","74","100","350","advantage intermezzo middlegame short","https://lichess.org/0dcIwi62#41","",""
"penne","2","1253","ee","exact","Kq3G4","1Q6/6kp/p1p3p1/PpP5/1P1q4/4r1N1/3n2PP/3R2K1 w - - 6 33","b8c7 e3e7 g1h1 e7c7","1608","74","100","235","crushing discoveredAttack endgame master short","https://lichess.org/dVdmreJg#65","",""
"amend","3","1252","aed","exact","8y0SJ","2rr2k1/R3bpp1/2pp3p/1p2pq2/1Q2N3/1P1P3P/1PP2PP1/R5K1 b - - 5 24","d8e8 a7e7 e8e7 e4d6 f5e6 d6c8","1580","105","100","21","middlegame","https://lichess.org/HhNDO77T/black#48","",""
